,datas,termos,id,posição
1782,2022-05-30,outlet coca-cola,br.com.dafiti,16.0
1783,2022-05-30,outlet coca-cola,br.com.zattini,18.0
1784,2022-05-30,outlet coca-cola,com.mobfiq.offpremium,
1785,2022-05-30,outlet coca-cola,com.privalia.br,11.0
1786,2022-05-30,outlet cravo e canela,amaro.amaroandroid,
1787,2022-05-30,outlet cravo e canela,br.com.dafiti,3.0
1788,2022-05-30,outlet cravo e canela,br.com.zattini,4.0
1789,2022-05-30,outlet cravo e canela,com.farfetch.farfetchshop,
1790,2022-05-30,outlet cravo e canela,com.mobfiq.offpremium,19.0
1791,2022-05-30,outlet cravo e canela,com.privalia.br,2.0
1792,2022-05-30,outlet de marcas,amaro.amaroandroid,16.0
1793,2022-05-30,outlet de marcas,br.com.dafiti,6.0
1794,2022-05-30,outlet de marcas,br.com.zattini,10.0
1795,2022-05-30,outlet de marcas,com.farfetch.farfetchshop,19.0
1796,2022-05-30,outlet de marcas,com.mobfiq.offpremium,3.0
1797,2022-05-30,outlet de marcas,com.privalia.br,1.0
1798,2022-05-30,outlet de moda,amaro.amaroandroid,15.0
1799,2022-05-30,outlet de moda,br.com.dafiti,5.0
1800,2022-05-30,outlet de moda,br.com.zattini,4.0
1801,2022-05-30,outlet de moda,com.farfetch.farfetchshop,21.0
1802,2022-05-30,outlet de moda,com.mobfiq.offpremium,9.0
1803,2022-05-30,outlet de moda,com.privalia.br,2.0
1804,2022-05-30,outlet e-girl roupas,amaro.amaroandroid,14.0
1805,2022-05-30,outlet e-girl roupas,br.com.dafiti,6.0
1806,2022-05-30,outlet e-girl roupas,br.com.zattini,3.0
1807,2022-05-30,outlet e-girl roupas,com.farfetch.farfetchshop,
1808,2022-05-30,outlet e-girl roupas,com.mobfiq.offpremium,17.0
1809,2022-05-30,outlet e-girl roupas,com.privalia.br,2.0
1810,2022-05-30,outlet fellipe krein,amaro.amaroandroid,29.0
1811,2022-05-30,outlet fellipe krein,br.com.dafiti,2.0
1812,2022-05-30,outlet fellipe krein,br.com.zattini,5.0
1813,2022-05-30,outlet fellipe krein,com.farfetch.farfetchshop,
1814,2022-05-30,outlet fellipe krein,com.mobfiq.offpremium,12.0
1815,2022-05-30,outlet fellipe krein,com.privalia.br,1.0
1816,2022-05-30,outlet fila,amaro.amaroandroid,
1817,2022-05-30,outlet fila,br.com.dafiti,5.0
1818,2022-05-30,outlet fila,br.com.zattini,9.0
1819,2022-05-30,outlet fila,com.farfetch.farfetchshop,
1820,2022-05-30,outlet fila,com.mobfiq.offpremium,15.0
1821,2022-05-30,outlet fila,com.privalia.br,2.0
1822,2022-05-30,outlet forum,amaro.amaroandroid,17.0
1823,2022-05-30,outlet forum,br.com.dafiti,5.0
1824,2022-05-30,outlet forum,br.com.zattini,4.0
1825,2022-05-30,outlet forum,com.farfetch.farfetchshop,24.0
1826,2022-05-30,outlet forum,com.mobfiq.offpremium,11.0
1827,2022-05-30,outlet forum,com.privalia.br,1.0
1828,2022-05-30,outlet granado,amaro.amaroandroid,17.0
1829,2022-05-30,outlet granado,br.com.dafiti,
1830,2022-05-30,outlet granado,br.com.zattini,
1831,2022-05-30,outlet granado,com.farfetch.farfetchshop,
1832,2022-05-30,outlet granado,com.mobfiq.offpremium,13.0
1833,2022-05-30,outlet granado,com.privalia.br,2.0
1834,2022-05-30,outlet hugo boss,amaro.amaroandroid,22.0
1835,2022-05-30,outlet hugo boss,br.com.dafiti,9.0
1836,2022-05-30,outlet hugo boss,br.com.zattini,10.0
1837,2022-05-30,outlet hugo boss,com.farfetch.farfetchshop,16.0
1838,2022-05-30,outlet hugo boss,com.mobfiq.offpremium,7.0
1839,2022-05-30,outlet hugo boss,com.privalia.br,2.0
1840,2022-05-30,outlet intuição,amaro.amaroandroid,7.0
1841,2022-05-30,outlet intuição,br.com.dafiti,
1842,2022-05-30,outlet intuição,br.com.zattini,
1843,2022-05-30,outlet intuição,com.farfetch.farfetchshop,
1844,2022-05-30,outlet intuição,com.mobfiq.offpremium,13.0
1845,2022-05-30,outlet intuição,com.privalia.br,1.0
1846,2022-05-30,outlet javali,amaro.amaroandroid,
1847,2022-05-30,outlet javali,br.com.dafiti,
1848,2022-05-30,outlet javali,br.com.zattini,
1849,2022-05-30,outlet javali,com.farfetch.farfetchshop,
1850,2022-05-30,outlet javali,com.mobfiq.offpremium,
1851,2022-05-30,outlet javali,com.privalia.br,
1852,2022-05-30,outlet lacoste,amaro.amaroandroid,26.0
1853,2022-05-30,outlet lacoste,br.com.dafiti,10.0
1854,2022-05-30,outlet lacoste,br.com.zattini,12.0
1855,2022-05-30,outlet lacoste,com.farfetch.farfetchshop,
1856,2022-05-30,outlet lacoste,com.mobfiq.offpremium,16.0
1857,2022-05-30,outlet lacoste,com.privalia.br,3.0
1858,2022-05-30,outlet michael kors,amaro.amaroandroid,16.0
1859,2022-05-30,outlet michael kors,br.com.dafiti,
1860,2022-05-30,outlet michael kors,br.com.zattini,19.0
1861,2022-05-30,outlet michael kors,com.farfetch.farfetchshop,12.0
1862,2022-05-30,outlet michael kors,com.mobfiq.offpremium,6.0
1863,2022-05-30,outlet michael kors,com.privalia.br,7.0
1864,2022-05-30,outlet morena rosa,amaro.amaroandroid,14.0
1865,2022-05-30,outlet morena rosa,br.com.dafiti,4.0
1866,2022-05-30,outlet morena rosa,br.com.zattini,3.0
1867,2022-05-30,outlet morena rosa,com.farfetch.farfetchshop,
1868,2022-05-30,outlet morena rosa,com.mobfiq.offpremium,13.0
1869,2022-05-30,outlet morena rosa,com.privalia.br,1.0
1870,2022-05-30,outlet mr kitsch,amaro.amaroandroid,27.0
1871,2022-05-30,outlet mr kitsch,br.com.dafiti,2.0
1872,2022-05-30,outlet mr kitsch,br.com.zattini,6.0
1873,2022-05-30,outlet mr kitsch,com.farfetch.farfetchshop,
1874,2022-05-30,outlet mr kitsch,com.mobfiq.offpremium,15.0
1875,2022-05-30,outlet mr kitsch,com.privalia.br,1.0
1876,2022-05-30,outlet nike,amaro.amaroandroid,30.0
1877,2022-05-30,outlet nike,br.com.dafiti,9.0
1878,2022-05-30,outlet nike,br.com.zattini,11.0
1879,2022-05-30,outlet nike,com.farfetch.farfetchshop,
1880,2022-05-30,outlet nike,com.mobfiq.offpremium,18.0
1881,2022-05-30,outlet nike,com.privalia.br,4.0
1882,2022-05-30,outlet perlatto,amaro.amaroandroid,
1883,2022-05-30,outlet perlatto,br.com.dafiti,3.0
1884,2022-05-30,outlet perlatto,br.com.zattini,2.0
1885,2022-05-30,outlet perlatto,com.farfetch.farfetchshop,
1886,2022-05-30,outlet perlatto,com.mobfiq.offpremium,18.0
1887,2022-05-30,outlet perlatto,com.privalia.br,1.0
1888,2022-05-30,outlet premium,amaro.amaroandroid,33.0
1889,2022-05-30,outlet premium,br.com.dafiti,11.0
1890,2022-05-30,outlet premium,br.com.zattini,9.0
1891,2022-05-30,outlet premium,com.farfetch.farfetchshop,27.0
1892,2022-05-30,outlet premium,com.mobfiq.offpremium,3.0
1893,2022-05-30,outlet premium,com.privalia.br,5.0
1894,2022-05-30,outlet samsonite,amaro.amaroandroid,
1895,2022-05-30,outlet samsonite,br.com.dafiti,
1896,2022-05-30,outlet samsonite,br.com.zattini,
1897,2022-05-30,outlet samsonite,com.farfetch.farfetchshop,21.0
1898,2022-05-30,outlet samsonite,com.mobfiq.offpremium,6.0
1899,2022-05-30,outlet samsonite,com.privalia.br,2.0
1900,2022-05-30,outlet tracta,amaro.amaroandroid,13.0
1901,2022-05-30,outlet tracta,br.com.dafiti,
1902,2022-05-30,outlet tracta,br.com.zattini,10.0
1903,2022-05-30,outlet tracta,com.mobfiq.offpremium,9.0
1904,2022-05-30,outlet tracta,com.privalia.br,1.0
1905,2022-05-30,outlet triton,amaro.amaroandroid,17.0
1906,2022-05-30,outlet triton,br.com.dafiti,6.0
1907,2022-05-30,outlet triton,br.com.zattini,5.0
1908,2022-05-30,outlet triton,com.farfetch.farfetchshop,23.0
1909,2022-05-30,outlet triton,com.mobfiq.offpremium,3.0
1910,2022-05-30,outlet triton,com.privalia.br,1.0
1911,2022-05-30,outlet umbro,amaro.amaroandroid,
1912,2022-05-30,outlet umbro,br.com.dafiti,7.0
1913,2022-05-30,outlet umbro,br.com.zattini,11.0
1914,2022-05-30,outlet umbro,com.farfetch.farfetchshop,
1915,2022-05-30,outlet umbro,com.mobfiq.offpremium,16.0
1916,2022-05-30,outlet umbro,com.privalia.br,4.0
1917,2022-05-30,outlet west coast,br.com.dafiti,22.0
1918,2022-05-30,outlet west coast,com.farfetch.farfetchshop,13.0
1919,2022-05-30,outlet west coast,com.privalia.br,5.0
1920,2022-05-30,outlet wrangler,amaro.amaroandroid,
1921,2022-05-30,outlet wrangler,br.com.dafiti,
1922,2022-05-30,outlet wrangler,br.com.zattini,17.0
1923,2022-05-30,outlet wrangler,com.farfetch.farfetchshop,
1924,2022-05-30,outlet wrangler,com.mobfiq.offpremium,5.0
1925,2022-05-30,outlet wrangler,com.privalia.br,2.0
1926,2022-05-30,privalia,amaro.amaroandroid,9.0
1927,2022-05-30,privalia,br.com.dafiti,3.0
1928,2022-05-30,privalia,br.com.zattini,2.0
1929,2022-05-30,privalia,com.farfetch.farfetchshop,32.0
1930,2022-05-30,privalia,com.mobfiq.offpremium,12.0
1931,2022-05-30,privalia,com.privalia.br,1.0
1932,2022-05-30,privalia br,amaro.amaroandroid,15.0
1933,2022-05-30,privalia br,br.com.dafiti,3.0
1934,2022-05-30,privalia br,br.com.zattini,4.0
1935,2022-05-30,privalia br,com.farfetch.farfetchshop,50.0
1936,2022-05-30,privalia br,com.mobfiq.offpremium,26.0
1937,2022-05-30,privalia br,com.privalia.br,1.0
1938,2022-05-30,roupas de marca,amaro.amaroandroid,6.0
1939,2022-05-30,roupas de marca,br.com.dafiti,3.0
1940,2022-05-30,roupas de marca,br.com.zattini,1.0
1941,2022-05-30,roupas de marca,com.farfetch.farfetchshop,13.0
1942,2022-05-30,roupas de marca,com.mobfiq.offpremium,28.0
1943,2022-05-30,roupas de marca,com.privalia.br,4.0
1944,2022-05-29,adidas,amaro.amaroandroid,52.0
1945,2022-05-29,adidas,br.com.dafiti,17.0
1946,2022-05-29,adidas,br.com.zattini,112.0
1947,2022-05-29,adidas,com.farfetch.farfetchshop,64.0
1948,2022-05-29,adidas,com.mobfiq.offpremium,41.0
1949,2022-05-29,adidas,com.privalia.br,79.0
1950,2022-05-29,calvin klein jeans,amaro.amaroandroid,11.0
1951,2022-05-29,calvin klein jeans,br.com.dafiti,3.0
1952,2022-05-29,calvin klein jeans,br.com.zattini,8.0
1953,2022-05-29,calvin klein jeans,com.farfetch.farfetchshop,17.0
1954,2022-05-29,calvin klein jeans,com.mobfiq.offpremium,24.0
1955,2022-05-29,calvin klein jeans,com.privalia.br,2.0
1956,2022-05-29,capodarte,amaro.amaroandroid,
1957,2022-05-29,capodarte,br.com.dafiti,3.0
1958,2022-05-29,capodarte,br.com.zattini,10.0
1959,2022-05-29,capodarte,com.farfetch.farfetchshop,
1960,2022-05-29,capodarte,com.mobfiq.offpremium,
1961,2022-05-29,capodarte,com.privalia.br,9.0
1962,2022-05-29,compras online,amaro.amaroandroid,
1963,2022-05-29,compras online,br.com.dafiti,
1964,2022-05-29,compras online,br.com.zattini,20.0
1965,2022-05-29,compras online,com.privalia.br,
1966,2022-05-29,cravo e canela,amaro.amaroandroid,
1967,2022-05-29,cravo e canela,br.com.dafiti,2.0
1968,2022-05-29,cravo e canela,br.com.zattini,8.0
1969,2022-05-29,cravo e canela,com.mobfiq.offpremium,
1970,2022-05-29,cravo e canela,com.privalia.br,11.0
1971,2022-05-29,lacoste,amaro.amaroandroid,37.0
1972,2022-05-29,lacoste,br.com.dafiti,8.0
1973,2022-05-29,lacoste,br.com.zattini,11.0
1974,2022-05-29,lacoste,com.farfetch.farfetchshop,18.0
1975,2022-05-29,lacoste,com.mobfiq.offpremium,38.0
1976,2022-05-29,lacoste,com.privalia.br,13.0
1977,2022-05-29,morena rosa,amaro.amaroandroid,8.0
1978,2022-05-29,morena rosa,br.com.dafiti,4.0
1979,2022-05-29,morena rosa,br.com.zattini,5.0
1980,2022-05-29,morena rosa,com.farfetch.farfetchshop,28.0
1981,2022-05-29,morena rosa,com.mobfiq.offpremium,21.0
1982,2022-05-29,morena rosa,com.privalia.br,2.0
1983,2022-05-29,outlet,amaro.amaroandroid,21.0
1984,2022-05-29,outlet,br.com.dafiti,4.0
1985,2022-05-29,outlet,br.com.zattini,8.0
1986,2022-05-29,outlet,com.farfetch.farfetchshop,
1987,2022-05-29,outlet,com.mobfiq.offpremium,7.0
1988,2022-05-29,outlet,com.privalia.br,1.0
1989,2022-05-29,outlet adidas,amaro.amaroandroid,
1990,2022-05-29,outlet adidas,br.com.dafiti,11.0
1991,2022-05-29,outlet adidas,br.com.zattini,14.0
1992,2022-05-29,outlet adidas,com.farfetch.farfetchshop,
1993,2022-05-29,outlet adidas,com.mobfiq.offpremium,12.0
1994,2022-05-29,outlet adidas,com.privalia.br,3.0
1995,2022-05-29,outlet bastille,amaro.amaroandroid,23.0
1996,2022-05-29,outlet bastille,br.com.dafiti,4.0
1997,2022-05-29,outlet bastille,br.com.zattini,6.0
1998,2022-05-29,outlet bastille,com.farfetch.farfetchshop,
1999,2022-05-29,outlet bastille,com.mobfiq.offpremium,5.0
2000,2022-05-29,outlet bastille,com.privalia.br,1.0
2001,2022-05-29,outlet beyoung,amaro.amaroandroid,17.0
2002,2022-05-29,outlet beyoung,br.com.dafiti,7.0
2003,2022-05-29,outlet beyoung,br.com.zattini,14.0
2004,2022-05-29,outlet beyoung,com.farfetch.farfetchshop,
2005,2022-05-29,outlet beyoung,com.mobfiq.offpremium,8.0
2006,2022-05-29,outlet beyoung,com.privalia.br,1.0
2007,2022-05-29,outlet calvin klein jeans,amaro.amaroandroid,15.0
2008,2022-05-29,outlet calvin klein jeans,br.com.dafiti,4.0
2009,2022-05-29,outlet calvin klein jeans,br.com.zattini,7.0
2010,2022-05-29,outlet calvin klein jeans,com.farfetch.farfetchshop,22.0
2011,2022-05-29,outlet calvin klein jeans,com.mobfiq.offpremium,17.0
2012,2022-05-29,outlet calvin klein jeans,com.privalia.br,2.0
2013,2022-05-29,outlet capodarte,amaro.amaroandroid,
2014,2022-05-29,outlet capodarte,br.com.dafiti,3.0
2015,2022-05-29,outlet capodarte,br.com.zattini,7.0
2016,2022-05-29,outlet capodarte,com.farfetch.farfetchshop,
2017,2022-05-29,outlet capodarte,com.mobfiq.offpremium,
2018,2022-05-29,outlet capodarte,com.privalia.br,2.0
2019,2022-05-29,outlet cardigans,amaro.amaroandroid,15.0
2020,2022-05-29,outlet cardigans,br.com.dafiti,2.0
2021,2022-05-29,outlet cardigans,br.com.zattini,3.0
2022,2022-05-29,outlet cardigans,com.mobfiq.offpremium,4.0
2023,2022-05-29,outlet cardigans,com.privalia.br,1.0
2024,2022-05-29,outlet coca-cola,amaro.amaroandroid,
2025,2022-05-29,outlet coca-cola,br.com.dafiti,16.0
2026,2022-05-29,outlet coca-cola,br.com.zattini,21.0
2027,2022-05-29,outlet coca-cola,com.mobfiq.offpremium,
2028,2022-05-29,outlet coca-cola,com.privalia.br,11.0
2029,2022-05-29,outlet cravo e canela,amaro.amaroandroid,
2030,2022-05-29,outlet cravo e canela,br.com.dafiti,3.0
2031,2022-05-29,outlet cravo e canela,br.com.zattini,6.0
2032,2022-05-29,outlet cravo e canela,com.farfetch.farfetchshop,
2033,2022-05-29,outlet cravo e canela,com.mobfiq.offpremium,10.0
2034,2022-05-29,outlet cravo e canela,com.privalia.br,2.0
2035,2022-05-29,outlet de marcas,amaro.amaroandroid,23.0
2036,2022-05-29,outlet de marcas,br.com.dafiti,3.0
2037,2022-05-29,outlet de marcas,br.com.zattini,8.0
2038,2022-05-29,outlet de marcas,com.farfetch.farfetchshop,13.0
2039,2022-05-29,outlet de marcas,com.mobfiq.offpremium,2.0
2040,2022-05-29,outlet de marcas,com.privalia.br,1.0
2041,2022-05-29,outlet de moda,amaro.amaroandroid,19.0
2042,2022-05-29,outlet de moda,br.com.dafiti,4.0
2043,2022-05-29,outlet de moda,br.com.zattini,9.0
2044,2022-05-29,outlet de moda,com.farfetch.farfetchshop,21.0
2045,2022-05-29,outlet de moda,com.mobfiq.offpremium,6.0
2046,2022-05-29,outlet de moda,com.privalia.br,2.0
2047,2022-05-29,outlet e-girl roupas,amaro.amaroandroid,13.0
2048,2022-05-29,outlet e-girl roupas,br.com.dafiti,5.0
2049,2022-05-29,outlet e-girl roupas,br.com.zattini,4.0
2050,2022-05-29,outlet e-girl roupas,com.farfetch.farfetchshop,
2051,2022-05-29,outlet e-girl roupas,com.mobfiq.offpremium,16.0
2052,2022-05-29,outlet e-girl roupas,com.privalia.br,2.0
2053,2022-05-29,outlet fellipe krein,amaro.amaroandroid,
2054,2022-05-29,outlet fellipe krein,br.com.dafiti,2.0
2055,2022-05-29,outlet fellipe krein,br.com.zattini,4.0
2056,2022-05-29,outlet fellipe krein,com.farfetch.farfetchshop,
2057,2022-05-29,outlet fellipe krein,com.mobfiq.offpremium,8.0
2058,2022-05-29,outlet fellipe krein,com.privalia.br,1.0
2059,2022-05-29,outlet fila,amaro.amaroandroid,
2060,2022-05-29,outlet fila,br.com.dafiti,4.0
2061,2022-05-29,outlet fila,br.com.zattini,8.0
2062,2022-05-29,outlet fila,com.farfetch.farfetchshop,
2063,2022-05-29,outlet fila,com.mobfiq.offpremium,14.0
2064,2022-05-29,outlet fila,com.privalia.br,2.0
2065,2022-05-29,outlet forum,amaro.amaroandroid,18.0
2066,2022-05-29,outlet forum,br.com.dafiti,3.0
2067,2022-05-29,outlet forum,br.com.zattini,5.0
2068,2022-05-29,outlet forum,com.farfetch.farfetchshop,29.0
2069,2022-05-29,outlet forum,com.mobfiq.offpremium,8.0
2070,2022-05-29,outlet forum,com.privalia.br,1.0
2071,2022-05-29,outlet granado,amaro.amaroandroid,23.0
2072,2022-05-29,outlet granado,br.com.dafiti,
2073,2022-05-29,outlet granado,br.com.zattini,
2074,2022-05-29,outlet granado,com.farfetch.farfetchshop,
2075,2022-05-29,outlet granado,com.mobfiq.offpremium,13.0
2076,2022-05-29,outlet granado,com.privalia.br,2.0
2077,2022-05-29,outlet hugo boss,amaro.amaroandroid,29.0
2078,2022-05-29,outlet hugo boss,br.com.dafiti,14.0
2079,2022-05-29,outlet hugo boss,br.com.zattini,13.0
2080,2022-05-29,outlet hugo boss,com.farfetch.farfetchshop,20.0
2081,2022-05-29,outlet hugo boss,com.mobfiq.offpremium,8.0
2082,2022-05-29,outlet hugo boss,com.privalia.br,2.0
2083,2022-05-29,outlet intuição,amaro.amaroandroid,9.0
2084,2022-05-29,outlet intuição,br.com.dafiti,
2085,2022-05-29,outlet intuição,br.com.zattini,
2086,2022-05-29,outlet intuição,com.farfetch.farfetchshop,
2087,2022-05-29,outlet intuição,com.mobfiq.offpremium,10.0
2088,2022-05-29,outlet intuição,com.privalia.br,1.0
2089,2022-05-29,outlet javali,amaro.amaroandroid,
2090,2022-05-29,outlet javali,br.com.dafiti,
2091,2022-05-29,outlet javali,br.com.zattini,
2092,2022-05-29,outlet javali,com.farfetch.farfetchshop,
2093,2022-05-29,outlet javali,com.mobfiq.offpremium,
2094,2022-05-29,outlet javali,com.privalia.br,
2095,2022-05-29,outlet lacoste,amaro.amaroandroid,
2096,2022-05-29,outlet lacoste,br.com.dafiti,7.0
2097,2022-05-29,outlet lacoste,br.com.zattini,11.0
2098,2022-05-29,outlet lacoste,com.farfetch.farfetchshop,
2099,2022-05-29,outlet lacoste,com.mobfiq.offpremium,15.0
2100,2022-05-29,outlet lacoste,com.privalia.br,3.0
2101,2022-05-29,outlet michael kors,amaro.amaroandroid,26.0
2102,2022-05-29,outlet michael kors,br.com.dafiti,
2103,2022-05-29,outlet michael kors,br.com.zattini,22.0
2104,2022-05-29,outlet michael kors,com.farfetch.farfetchshop,11.0
2105,2022-05-29,outlet michael kors,com.mobfiq.offpremium,5.0
2106,2022-05-29,outlet michael kors,com.privalia.br,7.0
2107,2022-05-29,outlet morena rosa,amaro.amaroandroid,14.0
2108,2022-05-29,outlet morena rosa,br.com.dafiti,3.0
2109,2022-05-29,outlet morena rosa,br.com.zattini,4.0
2110,2022-05-29,outlet morena rosa,com.farfetch.farfetchshop,
2111,2022-05-29,outlet morena rosa,com.mobfiq.offpremium,11.0
2112,2022-05-29,outlet morena rosa,com.privalia.br,1.0
2113,2022-05-29,outlet mr kitsch,amaro.amaroandroid,
2114,2022-05-29,outlet mr kitsch,br.com.dafiti,2.0
2115,2022-05-29,outlet mr kitsch,br.com.zattini,7.0
2116,2022-05-29,outlet mr kitsch,com.farfetch.farfetchshop,
2117,2022-05-29,outlet mr kitsch,com.mobfiq.offpremium,11.0
2118,2022-05-29,outlet mr kitsch,com.privalia.br,1.0
2119,2022-05-29,outlet nike,amaro.amaroandroid,
2120,2022-05-29,outlet nike,br.com.dafiti,9.0
2121,2022-05-29,outlet nike,br.com.zattini,11.0
2122,2022-05-29,outlet nike,com.farfetch.farfetchshop,30.0
2123,2022-05-29,outlet nike,com.mobfiq.offpremium,17.0
2124,2022-05-29,outlet nike,com.privalia.br,4.0
2125,2022-05-29,outlet perlatto,amaro.amaroandroid,
2126,2022-05-29,outlet perlatto,br.com.dafiti,2.0
2127,2022-05-29,outlet perlatto,br.com.zattini,3.0
2128,2022-05-29,outlet perlatto,com.farfetch.farfetchshop,
2129,2022-05-29,outlet perlatto,com.mobfiq.offpremium,13.0
2130,2022-05-29,outlet perlatto,com.privalia.br,1.0
2131,2022-05-29,outlet premium,amaro.amaroandroid,61.0
2132,2022-05-29,outlet premium,br.com.dafiti,10.0
2133,2022-05-29,outlet premium,br.com.zattini,9.0
2134,2022-05-29,outlet premium,com.farfetch.farfetchshop,23.0
2135,2022-05-29,outlet premium,com.mobfiq.offpremium,3.0
2136,2022-05-29,outlet premium,com.privalia.br,5.0
2137,2022-05-29,outlet samsonite,amaro.amaroandroid,
2138,2022-05-29,outlet samsonite,br.com.dafiti,
2139,2022-05-29,outlet samsonite,br.com.zattini,
2140,2022-05-29,outlet samsonite,com.farfetch.farfetchshop,24.0
2141,2022-05-29,outlet samsonite,com.mobfiq.offpremium,6.0
2142,2022-05-29,outlet samsonite,com.privalia.br,2.0
2143,2022-05-29,outlet tracta,amaro.amaroandroid,15.0
2144,2022-05-29,outlet tracta,br.com.dafiti,
2145,2022-05-29,outlet tracta,br.com.zattini,10.0
2146,2022-05-29,outlet tracta,com.mobfiq.offpremium,7.0
2147,2022-05-29,outlet tracta,com.privalia.br,1.0
2148,2022-05-29,outlet triton,amaro.amaroandroid,20.0
2149,2022-05-29,outlet triton,br.com.dafiti,3.0
2150,2022-05-29,outlet triton,br.com.zattini,6.0
2151,2022-05-29,outlet triton,com.farfetch.farfetchshop,25.0
2152,2022-05-29,outlet triton,com.mobfiq.offpremium,4.0
2153,2022-05-29,outlet triton,com.privalia.br,1.0
2154,2022-05-29,outlet umbro,amaro.amaroandroid,
2155,2022-05-29,outlet umbro,br.com.dafiti,7.0
2156,2022-05-29,outlet umbro,br.com.zattini,10.0
2157,2022-05-29,outlet umbro,com.farfetch.farfetchshop,
2158,2022-05-29,outlet umbro,com.mobfiq.offpremium,15.0
2159,2022-05-29,outlet umbro,com.privalia.br,4.0
2160,2022-05-29,outlet west coast,br.com.dafiti,24.0
2161,2022-05-29,outlet west coast,com.farfetch.farfetchshop,13.0
2162,2022-05-29,outlet west coast,com.privalia.br,6.0
2163,2022-05-29,outlet wrangler,amaro.amaroandroid,
2164,2022-05-29,outlet wrangler,br.com.dafiti,
2165,2022-05-29,outlet wrangler,br.com.zattini,16.0
2166,2022-05-29,outlet wrangler,com.farfetch.farfetchshop,
2167,2022-05-29,outlet wrangler,com.mobfiq.offpremium,6.0
2168,2022-05-29,outlet wrangler,com.privalia.br,2.0
2169,2022-05-29,privalia,amaro.amaroandroid,9.0
2170,2022-05-29,privalia,br.com.dafiti,3.0
2171,2022-05-29,privalia,br.com.zattini,2.0
2172,2022-05-29,privalia,com.farfetch.farfetchshop,35.0
2173,2022-05-29,privalia,com.mobfiq.offpremium,15.0
2174,2022-05-29,privalia,com.privalia.br,1.0
2175,2022-05-29,privalia br,amaro.amaroandroid,17.0
2176,2022-05-29,privalia br,br.com.dafiti,4.0
2177,2022-05-29,privalia br,br.com.zattini,3.0
2178,2022-05-29,privalia br,com.farfetch.farfetchshop,55.0
2179,2022-05-29,privalia br,com.mobfiq.offpremium,26.0
2180,2022-05-29,privalia br,com.privalia.br,1.0
2181,2022-05-29,roupas de marca,amaro.amaroandroid,7.0
2182,2022-05-29,roupas de marca,br.com.dafiti,2.0
2183,2022-05-29,roupas de marca,br.com.zattini,3.0
2184,2022-05-29,roupas de marca,com.farfetch.farfetchshop,6.0
2185,2022-05-29,roupas de marca,com.mobfiq.offpremium,20.0
2186,2022-05-29,roupas de marca,com.privalia.br,1.0
2187,2022-05-28,adidas,amaro.amaroandroid,59.0
2188,2022-05-28,adidas,br.com.dafiti,15.0
2189,2022-05-28,adidas,br.com.zattini,98.0
2190,2022-05-28,adidas,com.farfetch.farfetchshop,62.0
2191,2022-05-28,adidas,com.mobfiq.offpremium,61.0
2192,2022-05-28,adidas,com.privalia.br,84.0
2193,2022-05-28,calvin klein jeans,amaro.amaroandroid,10.0
2194,2022-05-28,calvin klein jeans,br.com.dafiti,3.0
2195,2022-05-28,calvin klein jeans,br.com.zattini,9.0
2196,2022-05-28,calvin klein jeans,com.farfetch.farfetchshop,24.0
2197,2022-05-28,calvin klein jeans,com.mobfiq.offpremium,37.0
2198,2022-05-28,calvin klein jeans,com.privalia.br,2.0
2199,2022-05-28,capodarte,amaro.amaroandroid,
2200,2022-05-28,capodarte,br.com.dafiti,3.0
2201,2022-05-28,capodarte,br.com.zattini,9.0
2202,2022-05-28,capodarte,com.farfetch.farfetchshop,
2203,2022-05-28,capodarte,com.mobfiq.offpremium,
2204,2022-05-28,capodarte,com.privalia.br,
2205,2022-05-28,compras online,amaro.amaroandroid,
2206,2022-05-28,compras online,br.com.dafiti,29.0
2207,2022-05-28,compras online,br.com.zattini,20.0
2208,2022-05-28,compras online,com.privalia.br,
2209,2022-05-28,cravo e canela,amaro.amaroandroid,
2210,2022-05-28,cravo e canela,br.com.dafiti,2.0
2211,2022-05-28,cravo e canela,br.com.zattini,6.0
2212,2022-05-28,cravo e canela,com.mobfiq.offpremium,
2213,2022-05-28,cravo e canela,com.privalia.br,10.0
2214,2022-05-28,lacoste,amaro.amaroandroid,25.0
2215,2022-05-28,lacoste,br.com.dafiti,8.0
2216,2022-05-28,lacoste,br.com.zattini,10.0
2217,2022-05-28,lacoste,com.farfetch.farfetchshop,24.0
2218,2022-05-28,lacoste,com.mobfiq.offpremium,
2219,2022-05-28,lacoste,com.privalia.br,9.0
2220,2022-05-28,morena rosa,amaro.amaroandroid,8.0
2221,2022-05-28,morena rosa,br.com.dafiti,4.0
2222,2022-05-28,morena rosa,br.com.zattini,5.0
2223,2022-05-28,morena rosa,com.farfetch.farfetchshop,
2224,2022-05-28,morena rosa,com.mobfiq.offpremium,25.0
2225,2022-05-28,morena rosa,com.privalia.br,2.0
2226,2022-05-28,outlet,amaro.amaroandroid,19.0
2227,2022-05-28,outlet,br.com.dafiti,2.0
2228,2022-05-28,outlet,br.com.zattini,9.0
2229,2022-05-28,outlet,com.farfetch.farfetchshop,
2230,2022-05-28,outlet,com.mobfiq.offpremium,6.0
2231,2022-05-28,outlet,com.privalia.br,1.0
2232,2022-05-28,outlet adidas,amaro.amaroandroid,
2233,2022-05-28,outlet adidas,br.com.dafiti,11.0
2234,2022-05-28,outlet adidas,br.com.zattini,14.0
